-----------------------------------
数据大于1M,已自动保存: /Serial_Assistant_Cfg/Auto_Save/2024-07-04_19-05-40.txt
-----------------------------------
[19:05:40.912] {A=-19.602,B=-9.60195,C=0.398049,D=10.398,E=20.398,F=30.398,G=40.398,H=50.398,I=60.398,J=70.398}
[19:05:42.590] {A=96.9435,B=106.944,C=116.944,D=126.944,E=136.944,F=146.944,G=156.944,H=166.944,I=176.944,J=186.944}
[19:05:42.590] {A=98.2922,B=108.292,C=118.292,D=128.292,E=138.292,F=148.292,G=158.292,H=168.292,I=178.292,J=188.292}
[19:05:42.590] {A=99.2533,B=109.253,C=119.253,D=129.253,E=139.253,F=149.253,G=159.253,H=169.253,I=179.253,J=189.253}
[19:05:42.594] {A=99.8232,B=109.823,C=119.823,D=129.823,E=139.823,F=149.823,G=159.823,H=169.823,I=179.823,J=189.823}
[19:05:42.603] {A=99.9994,B=109.999,C=119.999,D=129.999,E=139.999,F=149.999,G=159.999,H=169.999,I=179.999,J=189.999}
[19:05:42.618] {A=99.7815,B=109.781,C=119.781,D=129.781,E=139.781,F=149.781,G=159.781,H=169.781,I=179.781,J=189.781}
[19:05:42.624] {A=99.1701,B=109.17,C=119.17,D=129.17,E=139.17,F=149.17,G=159.17,H=169.17,I=179.17,J=189.17}
[19:05:42.640] {A=98.1677,B=108.168,C=118.168,D=128.168,E=138.168,F=148.168,G=158.168,H=168.168,I=178.168,J=188.168}
[19:05:42.644] {A=96.7784,B=106.778,C=116.778,D=126.778,E=136.778,F=146.778,G=156.778,H=166.778,I=176.778,J=186.778}
[19:05:42.661] {A=95.0074,B=105.007,C=115.007,D=125.007,E=135.007,F=145.007,G=155.007,H=165.007,I=175.007,J=185.007}
[19:05:42.666] {A=92.8619,B=102.862,C=112.862,D=122.862,E=132.862,F=142.862,G=152.862,H=162.862,I=172.862,J=182.862}
[19:05:42.681] {A=90.3503,B=100.35,C=110.35,D=120.35,E=130.35,F=140.35,G=150.35,H=160.35,I=170.35,J=180.35}
[19:05:42.684] {A=87.4825,B=97.4825,C=107.482,D=117.482,E=127.482,F=137.482,G=147.482,H=157.482,I=167.482,J=177.482}
[19:05:42.702] {A=84.2697,B=94.2697,C=104.27,D=114.27,E=124.27,F=134.27,G=144.27,H=154.27,I=164.27,J=174.27}
[19:05:42.703] {A=80.7248,B=90.7248,C=100.725,D=110.725,E=120.725,F=130.725,G=140.725,H=150.725,I=160.725,J=170.725}
[19:05:42.723] {A=76.8615,B=86.8615,C=96.8615,D=106.862,E=116.862,F=126.862,G=136.862,H=146.862,I=156.862,J=166.862}
[19:05:42.724] {A=72.6953,B=82.6953,C=92.6953,D=102.695,E=112.695,F=122.695,G=132.695,H=142.695,I=152.695,J=162.695}
[19:05:42.733] {A=68.2424,B=78.2424,C=88.2424,D=98.2424,E=108.242,F=118.242,G=128.242,H=138.242,I=148.242,J=158.242}
[19:05:42.744] {A=63.5205,B=73.5205,C=83.5205,D=93.5205,E=103.52,F=113.52,G=123.52,H=133.52,I=143.52,J=153.52}
[19:05:42.761] {A=58.5481,B=68.5481,C=78.5481,D=88.5481,E=98.5481,F=108.548,G=118.548,H=128.548,I=138.548,J=148.548}
[19:05:42.766] {A=53.345,B=63.345,C=73.345,D=83.345,E=93.345,F=103.345,G=113.345,H=123.345,I=133.345,J=143.345}
[19:05:42.778] {A=47.9315,B=57.9315,C=67.9315,D=77.9315,E=87.9315,F=97.9315,G=107.931,H=117.931,I=127.931,J=137.931}
[19:05:42.786] {A=42.329,B=52.329,C=62.329,D=72.329,E=82.329,F=92.329,G=102.329,H=112.329,I=122.329,J=132.329}
[19:05:42.798] {A=36.5597,B=46.5597,C=56.5597,D=66.5597,E=76.5597,F=86.5597,G=96.5597,H=106.56,I=116.56,J=126.56}
[19:05:42.805] {A=30.6462,B=40.6462,C=50.6462,D=60.6462,E=70.6462,F=80.6462,G=90.6462,H=100.646,I=110.646,J=120.646}
[19:05:42.815] {A=24.6119,B=34.6119,C=44.6119,D=54.6119,E=64.6119,F=74.6119,G=84.6119,H=94.6119,I=104.612,J=114.612}
[19:05:42.833] {A=18.4805,B=28.4805,C=38.4805,D=48.4805,E=58.4805,F=68.4805,G=78.4805,H=88.4805,I=98.4805,J=108.481}
[19:05:42.833] {A=12.2763,B=22.2763,C=32.2763,D=42.2763,E=52.2763,F=62.2763,G=72.2763,H=82.2763,I=92.2763,J=102.276}
[19:05:42.851] {A=6.02371,B=16.0237,C=26.0237,D=36.0237,E=46.0237,F=56.0237,G=66.0237,H=76.0237,I=86.0237,J=96.0237}
[19:05:42.856] {A=-0.25264,B=9.74736,C=19.7474,D=29.7474,E=39.7474,F=49.7474,G=59.7474,H=69.7474,I=79.7474,J=89.7474}
[19:05:42.874] {A=-6.528,B=3.472,C=13.472,D=23.472,E=33.472,F=43.472,G=53.472,H=63.472,I=73.472,J=83.472}
[19:05:42.874] {A=-12.7776,B=-2.77761,C=7.22239,D=17.2224,E=27.2224,F=37.2224,G=47.2224,H=57.2224,I=67.2224,J=77.2224}
[19:05:42.885] {A=-18.9769,B=-8.97685,C=1.02315,D=11.0231,E=21.0231,F=31.0231,G=41.0231,H=51.0231,I=61.0231,J=71.0231}
[19:05:42.901] {A=-25.1013,B=-15.1013,C=-5.10128,D=4.89872,E=14.8987,F=24.8987,G=34.8987,H=44.8987,I=54.8987,J=64.8987}
[19:05:42.909] {A=-31.1267,B=-21.1267,C=-11.1267,D=-1.12674,E=8.87326,F=18.8733,G=28.8733,H=38.8733,I=48.8733,J=58.8733}
[19:05:42.913] {A=-37.0295,B=-27.0295,C=-17.0295,D=-7.02948,E=2.97052,F=12.9705,G=22.9705,H=32.9705,I=42.9705,J=52.9705}
[19:05:42.926] {A=-42.7862,B=-32.7862,C=-22.7862,D=-12.7862,E=-2.78624,F=7.21376,G=17.2138,H=27.2138,I=37.2138,J=47.2138}
[19:05:42.946] {A=-48.3743,B=-38.3743,C=-28.3743,D=-18.3743,E=-8.3743,F=1.6257,G=11.6257,H=21.6257,I=31.6257,J=41.6257}
[19:05:42.947] {A=-53.7717,B=-43.7717,C=-33.7717,D=-23.7717,E=-13.7717,F=-3.77165,G=6.22835,H=16.2283,I=26.2283,J=36.2283}
[19:05:42.953] {A=-58.957,B=-48.957,C=-38.957,D=-28.957,E=-18.957,F=-8.957,G=1.043,H=11.043,I=21.043,J=31.043}
[19:05:42.965] {A=-63.9099,B=-53.9099,C=-43.9099,D=-33.9099,E=-23.9099,F=-13.9099,G=-3.90991,H=6.09009,I=16.0901,J=26.0901}
[19:05:42.975] {A=-68.6109,B=-58.6109,C=-48.6109,D=-38.6109,E=-28.6109,F=-18.6109,G=-8.61086,H=1.38914,I=11.3891,J=21.3891}
[19:05:42.985] {A=-73.0413,B=-63.0413,C=-53.0413,D=-43.0413,E=-33.0413,F=-23.0413,G=-13.0413,H=-3.0413,I=6.9587,J=16.9587}
[19:05:42.994] {A=-77.1838,B=-67.1838,C=-57.1838,D=-47.1838,E=-37.1838,F=-27.1838,G=-17.1838,H=-7.18377,I=2.81623,J=12.8162}
[19:05:43.005] {A=-81.0219,B=-71.0219,C=-61.0219,D=-51.0219,E=-41.0219,F=-31.0219,G=-21.0219,H=-11.0219,I=-1.02194,J=8.97806}
[19:05:43.020] {A=-84.5407,B=-74.5407,C=-64.5407,D=-54.5407,E=-44.5407,F=-34.5407,G=-24.5407,H=-14.5407,I=-4.54068,J=5.45932}
[19:05:43.025] {A=-87.7261,B=-77.7261,C=-67.7261,D=-57.7261,E=-47.7261,F=-37.7261,G=-27.7261,H=-17.7261,I=-7.72612,J=2.27388}
[19:05:43.038] {A=-90.5657,B=-80.5657,C=-70.5657,D=-60.5657,E=-50.5657,F=-40.5657,G=-30.5657,H=-20.5657,I=-10.5657,J=-0.565689}
[19:05:43.053] {A=-93.0482,B=-83.0482,C=-73.0482,D=-63.0482,E=-53.0482,F=-43.0482,G=-33.0482,H=-23.0482,I=-13.0482,J=-3.0482}
[19:05:43.054] {A=-95.1639,B=-85.1639,C=-75.1639,D=-65.1639,E=-55.1639,F=-45.1639,G=-35.1639,H=-25.1639,I=-15.1639,J=-5.16387}
[19:05:43.072] {A=-96.9043,B=-86.9043,C=-76.9043,D=-66.9043,E=-56.9043,F=-46.9043,G=-36.9043,H=-26.9043,I=-16.9043,J=-6.90434}
[19:05:43.078] {A=-98.2628,B=-88.2628,C=-78.2628,D=-68.2628,E=-58.2628,F=-48.2628,G=-38.2628,H=-28.2628,I=-18.2628,J=-8.26277}
[19:05:43.094] {A=-99.2338,B=-89.2338,C=-79.2338,D=-69.2338,E=-59.2338,F=-49.2338,G=-39.2338,H=-29.2338,I=-19.2338,J=-9.23379}
[19:05:43.094] {A=-99.8136,B=-89.8136,C=-79.8136,D=-69.8136,E=-59.8136,F=-49.8136,G=-39.8136,H=-29.8136,I=-19.8136,J=-9.81358}
[19:05:43.103] {A=-99.9999,B=-89.9999,C=-79.9999,D=-69.9999,E=-59.9999,F=-49.9999,G=-39.9999,H=-29.9999,I=-19.9999,J=-9.99985}
[19:05:43.119] {A=-99.7919,B=-89.7919,C=-79.7919,D=-69.7919,E=-59.7919,F=-49.7919,G=-39.7919,H=-29.7919,I=-19.7919,J=-9.79187}
[19:05:43.132] {A=-99.1904,B=-89.1904,C=-79.1904,D=-69.1904,E=-59.1904,F=-49.1904,G=-39.1904,H=-29.1904,I=-19.1904,J=-9.19045}
[19:05:43.136] {A=-98.198,B=-88.198,C=-78.198,D=-68.198,E=-58.198,F=-48.198,G=-38.198,H=-28.198,I=-18.198,J=-8.19797}
[19:05:43.144] {A=-96.8183,B=-86.8183,C=-76.8183,D=-66.8183,E=-56.8183,F=-46.8183,G=-36.8183,H=-26.8183,I=-16.8183,J=-6.81834}
[19:05:43.156] {A=-95.057,B=-85.057,C=-75.057,D=-65.057,E=-55.057,F=-45.057,G=-35.057,H=-25.057,I=-15.057,J=-5.05699}
[19:05:43.171] {A=-92.9209,B=-82.9209,C=-72.9209,D=-62.9209,E=-52.9209,F=-42.9209,G=-32.9209,H=-22.9209,I=-12.9209,J=-2.92089}
[19:05:43.182] {A=-90.4184,B=-80.4184,C=-70.4184,D=-60.4184,E=-50.4184,F=-40.4184,G=-30.4184,H=-20.4184,I=-10.4184,J=-0.418433}
[19:05:43.196] {A=-87.5595,B=-77.5595,C=-67.5595,D=-57.5595,E=-47.5595,F=-37.5595,G=-27.5595,H=-17.5595,I=-7.5595,J=2.4405}
[19:05:43.196] {A=-84.3554,B=-74.3554,C=-64.3554,D=-54.3554,E=-44.3554,F=-34.3554,G=-24.3554,H=-14.3554,I=-4.35536,J=5.64464}
[19:05:43.216] {A=-80.8187,B=-70.8187,C=-60.8187,D=-50.8187,E=-40.8187,F=-30.8187,G=-20.8187,H=-10.8187,I=-0.81865,J=9.18135}
[19:05:43.217] {A=-76.9633,B=-66.9633,C=-56.9633,D=-46.9633,E=-36.9633,F=-26.9633,G=-16.9633,H=-6.96331,I=3.03669,J=13.0367}
[19:05:43.226] {A=-72.8045,B=-62.8045,C=-52.8045,D=-42.8045,E=-32.8045,F=-22.8045,G=-12.8045,H=-2.80453,I=7.19547,J=17.1955}
[19:05:43.239] {A=-68.3587,B=-58.3587,C=-48.3587,D=-38.3587,E=-28.3587,F=-18.3587,G=-8.35872,H=1.64128,I=11.6413,J=21.6413}
[19:05:43.259] {A=-63.6434,B=-53.6434,C=-43.6434,D=-33.6434,E=-23.6434,F=-13.6434,G=-3.6434,H=6.3566,I=16.3566,J=26.3566}
[19:05:43.259] {A=-58.6772,B=-48.6772,C=-38.6772,D=-28.6772,E=-18.6772,F=-8.67717,G=1.32283,H=11.3228,I=21.3228,J=31.3228}
[19:05:43.279] {A=-53.4796,B=-43.4796,C=-33.4796,D=-23.4796,E=-13.4796,F=-3.4796,G=6.5204,H=16.5204,I=26.5204,J=36.5204}
[19:05:43.280] {A=-48.0712,B=-38.0712,C=-28.0712,D=-18.0712,E=-8.07118,F=1.92882,G=11.9288,H=21.9288,I=31.9288,J=41.9288}
[19:05:43.295] {A=-42.4732,B=-32.4732,C=-22.4732,D=-12.4732,E=-2.47324,F=7.52676,G=17.5268,H=27.5268,I=37.5268,J=47.5268}
[19:05:43.296] {A=-36.7078,B=-26.7078,C=-16.7078,D=-6.70784,E=3.29216,F=13.2922,G=23.2922,H=33.2922,I=43.2922,J=53.2922}
[19:05:43.311] {A=-30.7977,B=-20.7977,C=-10.7977,D=-0.797729,E=9.20227,F=19.2023,G=29.2023,H=39.2023,I=49.2023,J=59.2023}
[19:05:43.329] {A=-24.7662,B=-14.7662,C=-4.76619,D=5.23381,E=15.2338,F=25.2338,G=35.2338,H=45.2338,I=55.2338,J=65.2338}
[19:05:43.330] {A=-18.637,B=-8.63701,C=1.36299,D=11.363,E=21.363,F=31.363,G=41.363,H=51.363,I=61.363,J=71.363}
[19:05:43.347] {A=-12.4344,B=-2.43436,C=7.56564,D=17.5656,E=27.5656,F=37.5656,G=47.5656,H=57.5656,I=67.5656,J=77.5656}
[19:05:43.348] {A=-6.18268,B=3.81732,C=13.8173,D=23.8173,E=33.8173,F=43.8173,G=53.8173,H=63.8173,I=73.8173,J=83.8173}
[19:05:43.364] {A=0.0933753,B=10.0934,C=20.0934,D=30.0934,E=40.0934,F=50.0934,G=60.0934,H=70.0934,I=80.0934,J=90.0934}
[19:05:43.369] {A=6.36906,B=16.3691,C=26.3691,D=36.3691,E=46.3691,F=56.3691,G=66.3691,H=76.3691,I=86.3691,J=96.3691}
[19:05:43.380] {A=12.6196,B=22.6196,C=32.6196,D=42.6196,E=52.6196,F=62.6196,G=72.6196,H=82.6196,I=92.6196,J=102.62}
[19:05:43.392] {A=18.8205,B=28.8205,C=38.8205,D=48.8205,E=58.8205,F=68.8205,G=78.8205,H=88.8205,I=98.8205,J=108.82}
[19:05:43.397] {A=24.9471,B=34.9471,C=44.9471,D=54.9471,E=64.9471,F=74.9471,G=84.9471,H=94.9471,I=104.947,J=114.947}
[19:05:43.406] {A=30.9753,B=40.9753,C=50.9753,D=60.9753,E=70.9753,F=80.9753,G=90.9753,H=100.975,I=110.975,J=120.975}
[19:05:43.419] {A=36.8815,B=46.8815,C=56.8815,D=66.8815,E=76.8815,F=86.8815,G=96.8815,H=106.881,I=116.881,J=126.881}
[19:05:43.428] {A=42.6422,B=52.6422,C=62.6422,D=72.6422,E=82.6422,F=92.6422,G=102.642,H=112.642,I=122.642,J=132.642}
[19:05:43.440] {A=48.2349,B=58.2349,C=68.2349,D=78.2349,E=88.2349,F=98.2349,G=108.235,H=118.235,I=128.235,J=138.235}
[19:05:43.459] {A=53.6373,B=63.6373,C=73.6373,D=83.6373,E=93.6373,F=103.637,G=113.637,H=123.637,I=133.637,J=143.637}
[19:05:43.460] {A=58.8283,B=68.8283,C=78.8283,D=88.8283,E=98.8283,F=108.828,G=118.828,H=128.828,I=138.828,J=148.828}
[19:05:43.475] {A=63.7873,B=73.7873,C=83.7873,D=93.7873,E=103.787,F=113.787,G=123.787,H=133.787,I=143.787,J=153.787}
[19:05:43.480] {A=68.4949,B=78.4949,C=88.4949,D=98.4949,E=108.495,F=118.495,G=128.495,H=138.495,I=148.495,J=158.495}
[19:05:43.492] {A=72.9324,B=82.9324,C=92.9324,D=102.932,E=112.932,F=122.932,G=132.932,H=142.932,I=152.932,J=162.932}
[19:05:43.495] {A=77.0824,B=87.0824,C=97.0824,D=107.082,E=117.082,F=127.082,G=137.082,H=147.082,I=157.082,J=167.082}
[19:05:43.510] {A=80.9285,B=90.9285,C=100.928,D=110.928,E=120.928,F=130.928,G=140.928,H=150.928,I=160.928,J=170.928}
[19:05:43.531] {A=84.4555,B=94.4555,C=104.456,D=114.456,E=124.456,F=134.456,G=144.456,H=154.456,I=164.456,J=174.456}
[19:05:43.531] {A=87.6496,B=97.6496,C=107.65,D=117.65,E=127.65,F=137.65,G=147.65,H=157.65,I=167.65,J=177.65}
[19:05:43.535] {A=90.498,B=100.498,C=110.498,D=120.498,E=130.498,F=140.498,G=150.498,H=160.498,I=170.498,J=180.498}
[19:05:43.550] {A=92.9897,B=102.99,C=112.99,D=122.99,E=132.99,F=142.99,G=152.99,H=162.99,I=172.99,J=182.99}
[19:05:43.570] {A=95.1148,B=105.115,C=115.115,D=125.115,E=135.115,F=145.115,G=155.115,H=165.115,I=175.115,J=185.115}
[19:05:43.570] {A=96.8649,B=106.865,C=116.865,D=126.865,E=136.865,F=146.865,G=156.865,H=166.865,I=176.865,J=186.865}
[19:05:43.578] {A=98.2331,B=108.233,C=118.233,D=128.233,E=138.233,F=148.233,G=158.233,H=168.233,I=178.233,J=188.233}
[19:05:43.590] {A=99.214,B=109.214,C=119.214,D=129.214,E=139.214,F=149.214,G=159.214,H=169.214,I=179.214,J=189.214}
[19:05:43.600] {A=99.8037,B=109.804,C=119.804,D=129.804,E=139.804,F=149.804,G=159.804,H=169.804,I=179.804,J=189.804}
[19:05:43.611] {A=100,B=110,C=120,D=130,E=140,F=150,G=160,H=170,I=180,J=190}
[19:05:43.615] {A=99.802,B=109.802,C=119.802,D=129.802,E=139.802,F=149.802,G=159.802,H=169.802,I=179.802,J=189.802}
[19:05:43.633] {A=99.2105,B=109.211,C=119.211,D=129.211,E=139.211,F=149.211,G=159.211,H=169.211,I=179.211,J=189.211}
[19:05:43.634] {A=98.2279,B=108.228,C=118.228,D=128.228,E=138.228,F=148.228,G=158.228,H=168.228,I=178.228,J=188.228}
[19:05:43.653] {A=96.8581,B=106.858,C=116.858,D=126.858,E=136.858,F=146.858,G=156.858,H=166.858,I=176.858,J=186.858}
[19:05:43.654] {A=95.1063,B=105.106,C=115.106,D=125.106,E=135.106,F=145.106,G=155.106,H=165.106,I=175.106,J=185.106}
[19:05:43.664] {A=92.9796,B=102.98,C=112.98,D=122.98,E=132.98,F=142.98,G=152.98,H=162.98,I=172.98,J=182.98}
[19:05:43.675] {A=90.4863,B=100.486,C=110.486,D=120.486,E=130.486,F=140.486,G=150.486,H=160.486,I=170.486,J=180.486}
[19:05:43.696] {A=87.6363,B=97.6363,C=107.636,D=117.636,E=127.636,F=137.636,G=147.636,H=157.636,I=167.636,J=177.636}
[19:05:43.696] {A=84.4408,B=94.4408,C=104.441,D=114.441,E=124.441,F=134.441,G=144.441,H=154.441,I=164.441,J=174.441}
[19:05:43.708] {A=80.9123,B=90.9123,C=100.912,D=110.912,E=120.912,F=130.912,G=140.912,H=150.912,I=160.912,J=170.912}
[19:05:43.720] {A=77.0649,B=87.0649,C=97.0649,D=107.065,E=117.065,F=127.065,G=137.065,H=147.065,I=157.065,J=167.065}
[19:05:43.727] {A=72.9136,B=82.9136,C=92.9136,D=102.914,E=112.914,F=122.914,G=132.914,H=142.914,I=152.914,J=162.914}
[19:05:43.740] {A=68.4749,B=78.4749,C=88.4749,D=98.4749,E=108.475,F=118.475,G=128.475,H=138.475,I=148.475,J=158.475}
[19:05:43.757] {A=63.7662,B=73.7662,C=83.7662,D=93.7662,E=103.766,F=113.766,G=123.766,H=133.766,I=143.766,J=153.766}
[19:05:43.758] {A=58.8061,B=68.8061,C=78.8061,D=88.8061,E=98.8061,F=108.806,G=118.806,H=128.806,I=138.806,J=148.806}
[19:05:43.773] {A=53.6141,B=63.6141,C=73.6141,D=83.6141,E=93.6141,F=103.614,G=113.614,H=123.614,I=133.614,J=143.614}
[19:05:43.775] {A=48.2108,B=58.2108,C=68.2108,D=78.2108,E=88.2108,F=98.2108,G=108.211,H=118.211,I=128.211,J=138.211}
[19:05:43.789] {A=42.6174,B=52.6174,C=62.6174,D=72.6174,E=82.6174,F=92.6174,G=102.617,H=112.617,I=122.617,J=132.617}
[19:05:43.808] {A=36.8559,B=46.8559,C=56.8559,D=66.8559,E=76.8559,F=86.8559,G=96.8559,H=106.856,I=116.856,J=126.856}
[19:05:43.809] {A=30.9492,B=40.9492,C=50.9492,D=60.9492,E=70.9492,F=80.9492,G=90.9492,H=100.949,I=110.949,J=120.949}
[19:05:43.818] {A=24.9205,B=34.9205,C=44.9205,D=54.9205,E=64.9205,F=74.9205,G=84.9205,H=94.9205,I=104.92,J=114.92}
[19:05:43.831] {A=18.7935,B=28.7935,C=38.7935,D=48.7935,E=58.7935,F=68.7935,G=78.7935,H=88.7935,I=98.7935,J=108.793}
[19:05:43.850] {A=12.5924,B=22.5924,C=32.5924,D=42.5924,E=52.5924,F=62.5924,G=72.5924,H=82.5924,I=92.5924,J=102.592}
[19:05:43.850] {A=6.34163,B=16.3416,C=26.3416,D=36.3416,E=46.3416,F=56.3416,G=66.3416,H=76.3416,I=86.3416,J=96.3416}
[19:05:43.854] {A=0.0658901,B=10.0659,C=20.0659,D=30.0659,E=40.0659,F=50.0659,G=60.0659,H=70.0659,I=80.0659,J=90.0659}
[19:05:43.871] {A=-6.21011,B=3.78989,C=13.7899,D=23.7899,E=33.7899,F=43.7899,G=53.7899,H=63.7899,I=73.7899,J=83.7899}
[19:05:43.877] {A=-12.4616,B=-2.46163,C=7.53837,D=17.5384,E=27.5384,F=37.5384,G=47.5384,H=57.5384,I=67.5384,J=77.5384}
[19:05:43.890] {A=-18.664,B=-8.66402,C=1.33598,D=11.336,E=21.336,F=31.336,G=41.336,H=51.336,I=61.336,J=71.336}
[19:05:43.899] {A=-24.7928,B=-14.7928,C=-4.79282,D=5.20718,E=15.2072,F=25.2072,G=35.2072,H=45.2072,I=55.2072,J=65.2072}
[19:05:43.911] {A=-30.8239,B=-20.8239,C=-10.8239,D=-0.823877,E=9.17612,F=19.1761,G=29.1761,H=39.1761,I=49.1761,J=59.1761}
[19:05:43.919] {A=-36.7334,B=-26.7334,C=-16.7334,D=-6.73341,E=3.26659,F=13.2666,G=23.2666,H=33.2666,I=43.2666,J=53.2666}
[19:05:43.931] {A=-42.4981,B=-32.4981,C=-22.4981,D=-12.4981,E=-2.49812,F=7.50188,G=17.5019,H=27.5019,I=37.5019,J=47.5019}
[19:05:43.935] {A=-48.0953,B=-38.0953,C=-28.0953,D=-18.0953,E=-8.09528,F=1.90472,G=11.9047,H=21.9047,I=31.9047,J=41.9047}
[19:05:43.954] {A=-53.5028,B=-43.5028,C=-33.5028,D=-23.5028,E=-13.5028,F=-3.50282,G=6.49718,H=16.4972,I=26.4972,J=36.4972}
[19:05:43.959] {A=-58.6994,B=-48.6994,C=-38.6994,D=-28.6994,E=-18.6994,F=-8.69942,G=1.30058,H=11.3006,I=21.3006,J=31.3006}
[19:05:43.978] {A=-63.6646,B=-53.6646,C=-43.6646,D=-33.6646,E=-23.6646,F=-13.6646,G=-3.6646,H=6.3354,I=16.3354,J=26.3354}
[19:05:43.978] {A=-68.3788,B=-58.3788,C=-48.3788,D=-38.3788,E=-28.3788,F=-18.3788,G=-8.37878,H=1.62122,I=11.6212,J=21.6212}
[19:05:43.995] {A=-72.8234,B=-62.8234,C=-52.8234,D=-42.8234,E=-32.8234,F=-22.8234,G=-12.8234,H=-2.82337,I=7.17663,J=17.1766}
[19:05:43.996] {A=-76.9809,B=-66.9809,C=-56.9809,D=-46.9809,E=-36.9809,F=-26.9809,G=-16.9809,H=-6.98085,I=3.01915,J=13.0191}
[19:05:44.012] {A=-80.8348,B=-70.8348,C=-60.8348,D=-50.8348,E=-40.8348,F=-30.8348,G=-20.8348,H=-10.8348,I=-0.834834,J=9.16517}
[19:05:44.013] {A=-84.3701,B=-74.3701,C=-64.3701,D=-54.3701,E=-44.3701,F=-34.3701,G=-24.3701,H=-14.3701,I=-4.37012,J=5.62988}
[19:05:44.035] {A=-87.5728,B=-77.5728,C=-67.5728,D=-57.5728,E=-47.5728,F=-37.5728,G=-27.5728,H=-17.5728,I=-7.57278,J=2.42722}
[19:05:44.035] {A=-90.4302,B=-80.4302,C=-70.4302,D=-60.4302,E=-50.4302,F=-40.4302,G=-30.4302,H=-20.4302,I=-10.4302,J=-0.43017}
[19:05:44.044] {A=-92.931,B=-82.931,C=-72.931,D=-62.931,E=-52.931,F=-42.931,G=-32.931,H=-22.931,I=-12.931,J=-2.93104}
[19:05:44.059] {A=-95.0655,B=-85.0655,C=-75.0655,D=-65.0655,E=-55.0655,F=-45.0655,G=-35.0655,H=-25.0655,I=-15.0655,J=-5.06552}
[19:05:44.075] {A=-96.8252,B=-86.8252,C=-76.8252,D=-66.8252,E=-56.8252,F=-46.8252,G=-36.8252,H=-26.8252,I=-16.8252,J=-6.82521}
[19:05:44.075] {A=-98.2032,B=-88.2032,C=-78.2032,D=-68.2032,E=-58.2032,F=-48.2032,G=-38.2032,H=-28.2032,I=-18.2032,J=-8.20316}
[19:05:44.084] {A=-99.1939,B=-89.1939,C=-79.1939,D=-69.1939,E=-59.1939,F=-49.1939,G=-39.1939,H=-29.1939,I=-19.1939,J=-9.19393}
[19:05:44.096] {A=-99.7936,B=-89.7936,C=-79.7936,D=-69.7936,E=-59.7936,F=-49.7936,G=-39.7936,H=-29.7936,I=-19.7936,J=-9.79363}
[19:05:44.105] {A=-99.9999,B=-89.9999,C=-79.9999,D=-69.9999,E=-59.9999,F=-49.9999,G=-39.9999,H=-29.9999,I=-19.9999,J=-9.99989}
[19:05:44.117] {A=-99.8119,B=-89.8119,C=-79.8119,D=-69.8119,E=-59.8119,F=-49.8119,G=-39.8119,H=-29.8119,I=-19.8119,J=-9.8119}
[19:05:44.125] {A=-99.2304,B=-89.2304,C=-79.2304,D=-69.2304,E=-59.2304,F=-49.2304,G=-39.2304,H=-29.2304,I=-19.2304,J=-9.23039}
[19:05:44.137] {A=-98.2577,B=-88.2577,C=-78.2577,D=-68.2577,E=-58.2577,F=-48.2577,G=-38.2577,H=-28.2577,I=-18.2577,J=-8.25767}
[19:05:44.156] {A=-96.8976,B=-86.8976,C=-76.8976,D=-66.8976,E=-56.8976,F=-46.8976,G=-36.8976,H=-26.8976,I=-16.8976,J=-6.89755}
[19:05:44.156] {A=-95.1554,B=-85.1554,C=-75.1554,D=-65.1554,E=-55.1554,F=-45.1554,G=-35.1554,H=-25.1554,I=-15.1554,J=-5.15542}
[19:05:44.166] {A=-93.0381,B=-83.0381,C=-73.0381,D=-63.0381,E=-53.0381,F=-43.0381,G=-33.0381,H=-23.0381,I=-13.0381,J=-3.03813}
[19:05:44.180] {A=-90.554,B=-80.554,C=-70.554,D=-60.554,E=-50.554,F=-40.554,G=-30.554,H=-20.554,I=-10.554,J=-0.554032}
[19:05:44.198] {A=-87.7129,B=-77.7129,C=-67.7129,D=-57.7129,E=-47.7129,F=-37.7129,G=-27.7129,H=-17.7129,I=-7.71292,J=2.28708}
[19:05:44.199] {A=-84.526,B=-74.526,C=-64.526,D=-54.526,E=-44.526,F=-34.526,G=-24.526,H=-14.526,I=-4.526,J=5.474}
[19:05:44.215] {A=-81.0058,B=-71.0058,C=-61.0058,D=-51.0058,E=-41.0058,F=-31.0058,G=-21.0058,H=-11.0058,I=-1.00583,J=8.99417}
[19:05:44.220] {A=-77.1663,B=-67.1663,C=-57.1663,D=-47.1663,E=-37.1663,F=-27.1663,G=-17.1663,H=-7.16629,I=2.83371,J=12.8337}
[19:05:44.232] {A=-73.0225,B=-63.0225,C=-53.0225,D=-43.0225,E=-33.0225,F=-23.0225,G=-13.0225,H=-3.02252,I=6.97748,J=16.9775}
[19:05:44.243] {A=-68.5909,B=-58.5909,C=-48.5909,D=-38.5909,E=-28.5909,F=-18.5909,G=-8.59086,H=1.40914,I=11.4091,J=21.4091}
[19:05:44.248] {A=-63.8888,B=-53.8888,C=-43.8888,D=-33.8888,E=-23.8888,F=-13.8888,G=-3.88877,H=6.11123,I=16.1112,J=26.1112}
[19:05:44.253] {A=-58.9348,B=-48.9348,C=-38.9348,D=-28.9348,E=-18.9348,F=-8.9348,G=1.0652,H=11.0652,I=21.0652,J=31.0652}
